project_id,quality_at_entry,outcome_success,region,sector,approval_year
P166800,2.0,0.0,East Asia and Pacific,"Health, Nutrition & Population",2019.0
P166839,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2019.0
P166978,3.0,0.0,South Asia,Governance,2019.0
P167064,6.0,1.0,Other,"Health, Nutrition & Population",2019.0
P167190,5.0,1.0,South Asia,Social Protection & Jobs,2019.0
P167246,5.0,1.0,South Asia,Water,2019.0
P167263,4.0,0.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2019.0
P167297,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2019.0
P167465,6.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2020.0
P167485,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2020.0
P167651,4.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2019.0
P167674,4.0,1.0,Latin America and Caribbean,"Finance, Competitiveness and Innovation",2019.0
P167726,5.0,1.0,Middle East and North Africa,Social Protection & Jobs,2019.0
P167748,2.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2020.0
P167826,5.0,1.0,Eastern and Southern Africa,Water,2020.0
P167889,5.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2019.0
P168035,4.0,1.0,Western and Central Africa,Governance,2019.0
P168166,3.0,0.0,South Asia,"Macroeconomics, Trade and Investment",2019.0
P168204,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2019.0
P168259,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2019.0
P168274,5.0,1.0,South Asia,Governance,2019.0
P168280,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2019.0
P168332,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P168402,5.0,0.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2020.0
P168446,5.0,1.0,South Asia,"Macroeconomics, Trade and Investment",2019.0
P168474,4.0,1.0,Western and Central Africa,Governance,2021.0
P168587,5.0,1.0,Middle East and North Africa,"Finance, Competitiveness and Innovation",2019.0
P168606,4.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2020.0
P168630,4.0,1.0,Middle East and North Africa,"Finance, Competitiveness and Innovation",2019.0
P168668,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2020.0
P168697,4.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",2020.0
P168713,5.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2020.0
P168724,5.0,1.0,South Asia,Social Protection & Jobs,2020.0
P168725,5.0,1.0,South Asia,Social Protection & Jobs,2021.0
P168869,5.0,1.0,South Asia,"Macroeconomics, Trade and Investment",2019.0
P168926,5.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",2019.0
P169040,5.0,1.0,Eastern and Southern Africa,Energy & Extractives,2020.0
P169179,4.0,0.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2021.0
P169274,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,2020.0
P169486,4.0,1.0,Western and Central Africa,Governance,2019.0
P169498,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2020.0
P169505,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2020.0
P169524,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2021.0
P169624,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2020.0
P169822,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2019.0
P169830,4.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2020.0
P169907,5.0,1.0,South Asia,"Urban, Resilience and Land",2019.0
P169913,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2020.0
P170052,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2020.0
P170223,6.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2020.0
P170366,5.0,1.0,Western and Central Africa,Energy & Extractives,2020.0
P170728,5.0,1.0,Latin America and Caribbean,Governance,2020.0
P170914,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2021.0
P170934,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2020.0
P171006,5.0,1.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",2020.0
P171080,4.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P171114,5.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",2020.0
P171190,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2020.0
P171216,5.0,1.0,East Asia and Pacific,Governance,2021.0
P171440,5.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",2020.0
P171570,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2020.0
P171751,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2021.0
P171780,3.0,0.0,South Asia,"Macroeconomics, Trade and Investment",2020.0
P171819,5.0,1.0,Middle East and North Africa,"Macroeconomics, Trade and Investment",2020.0
P171851,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2020.0
P172211,4.0,0.0,South Asia,"Macroeconomics, Trade and Investment",2020.0
P172321,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2020.0
P172348,5.0,1.0,Europe and Central Asia,Social Sustainability and Inclusion,2021.0
P172439,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2021.0
P172454,6.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2022.0
P172597,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2020.0
P172749,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P172796,5.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2020.0
P172812,5.0,1.0,Eastern and Southern Africa,Education,2020.0
P172863,4.0,1.0,Latin America and Caribbean,"Finance, Competitiveness and Innovation",2020.0
P173113,4.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P173424,5.0,1.0,Latin America and Caribbean,Energy & Extractives,2021.0
P173529,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2022.0
P173775,5.0,0.0,South Asia,"Health, Nutrition & Population",2020.0
P173906,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2020.0
P173984,6.0,1.0,Latin America and Caribbean,Social Protection & Jobs,2020.0
P173996,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2020.0
P174000,5.0,1.0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy",2021.0
P174033,5.0,1.0,Eastern and Southern Africa,Education,2021.0
P174059,5.0,1.0,Eastern and Southern Africa,Education,2021.0
P174063,4.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P174110,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P174115,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P174118,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2020.0
P174119,5.0,1.0,South Asia,Social Sustainability and Inclusion,2021.0
P174120,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2020.0
P174144,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",2021.0
P174145,4.0,1.0,Latin America and Caribbean,"Urban, Resilience and Land",2020.0
P174150,4.0,0.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P174152,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2021.0
P174155,4.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P174166,5.0,1.0,Western and Central Africa,Education,2021.0
P174186,5.0,1.0,Western and Central Africa,Education,2021.0
P174197,5.0,1.0,Latin America and Caribbean,Social Protection & Jobs,2021.0
P174198,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2020.0
P174206,4.0,1.0,Eastern and Southern Africa,Education,2021.0
P174214,4.0,1.0,Western and Central Africa,Education,2021.0
P174220,5.0,1.0,Eastern and Southern Africa,Education,2021.0
P174223,5.0,1.0,South Asia,Education,2021.0
P174234,4.0,0.0,South Asia,"Macroeconomics, Trade and Investment",2021.0
P174260,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2021.0
P174268,5.0,1.0,South Asia,Education,2021.0
P174292,5.0,1.0,South Asia,"Finance, Competitiveness and Innovation",2020.0
P174315,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P174346,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P174347,3.0,0.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2021.0
P174348,4.0,0.0,South Asia,Agriculture and Food,2021.0
P174376,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",2021.0
P174388,4.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",2021.0
P174389,5.0,1.0,East Asia and Pacific,"Health, Nutrition & Population",2021.0
P174440,5.0,1.0,Latin America and Caribbean,"Finance, Competitiveness and Innovation",2021.0
P174527,4.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P174531,4.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P174677,5.0,1.0,Latin America and Caribbean,Education,2021.0
P174683,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2021.0
P174975,5.0,1.0,Middle East and North Africa,"Macroeconomics, Trade and Investment",2021.0
P175126,5.0,1.0,Latin America and Caribbean,Energy & Extractives,2021.0
P175139,4.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",2021.0
P175490,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P175492,5.0,1.0,Latin America and Caribbean,"Macroeconomics, Trade and Investment",2021.0
P175758,4.0,1.0,South Asia,"Macroeconomics, Trade and Investment",2021.0
P175801,5.0,1.0,Latin America and Caribbean,"Finance, Competitiveness and Innovation",2022.0
P176137,4.0,0.0,South Asia,"Macroeconomics, Trade and Investment",2021.0
P176756,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2021.0
P176788,5.0,1.0,Latin America and Caribbean,Poverty and Equity,2022.0
P176891,5.0,1.0,East Asia and Pacific,"Macroeconomics, Trade and Investment",2022.0
P177931,4.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2022.0
P000001,2.0,0.0,Africa,"Environment, Natural Resources & the Blue Economy",1996.0
P000003,6.0,1.0,Africa,"Environment, Natural Resources & the Blue Economy",1998.0
P000017,2.0,0.0,Africa,Energy & Extractives,1992.0
P000034,5.0,1.0,Eastern and Southern Africa,Transport,1992.0
P000035,2.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1992.0
P000037,2.0,0.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",1991.0
P000040,2.0,0.0,Eastern and Southern Africa,Energy & Extractives,1992.0
P000042,5.0,1.0,Eastern and Southern Africa,Education,1992.0
P000044,5.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1993.0
P000048,2.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1993.0
P000050,5.0,1.0,Eastern and Southern Africa,Transport,1993.0
P000061,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,1996.0
P000097,6.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1992.0
P000099,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1994.0
P000103,5.0,1.0,Western and Central Africa,Education,1994.0
P000105,2.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1991.0
P000106,2.0,0.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1992.0
P000108,2.0,0.0,Western and Central Africa,Energy & Extractives,1991.0
P000111,5.0,1.0,Western and Central Africa,"Macroeconomics, Trade and Investment",1995.0
P000112,5.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1995.0
P000116,2.0,0.0,Western and Central Africa,Governance,1994.0
P000117,5.0,1.0,Western and Central Africa,Transport,1997.0
P000118,2.0,1.0,Western and Central Africa,"Health, Nutrition & Population",1995.0
P000120,2.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1993.0
P000121,5.0,1.0,Western and Central Africa,Water,1994.0
P000204,2.0,0.0,Eastern and Southern Africa,Transport,1990.0
P000216,4.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",1995.0
P000217,5.0,1.0,Eastern and Southern Africa,Water,1992.0
P000219,2.0,0.0,Eastern and Southern Africa,Energy & Extractives,1991.0
P000226,5.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1992.0
P000227,2.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,1993.0
P000276,6.0,1.0,Western and Central Africa,Transport,1992.0
P000282,5.0,1.0,Western and Central Africa,Education,1991.0
P000283,5.0,1.0,Western and Central Africa,Energy & Extractives,1997.0
P000285,2.0,1.0,Western and Central Africa,Agriculture and Food,1989.0
P000287,2.0,1.0,Western and Central Africa,"Health, Nutrition & Population",1994.0
P000289,2.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1993.0
P000290,5.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1991.0
P000296,2.0,0.0,Western and Central Africa,Agriculture and Food,1998.0
P000297,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1995.0
P000301,2.0,1.0,Western and Central Africa,Governance,1992.0
P000303,2.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1993.0
P000304,5.0,1.0,Western and Central Africa,Education,1997.0
P000306,5.0,1.0,Western and Central Africa,Water,2001.0
P000308,2.0,0.0,Western and Central Africa,"Health, Nutrition & Population",1994.0
P000309,3.0,0.0,Western and Central Africa,Education,2002.0
P000310,2.0,0.0,Western and Central Africa,Water,1993.0
P000311,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1995.0
P000376,2.0,0.0,Western and Central Africa,Agriculture and Food,1990.0
P000393,5.0,1.0,Western and Central Africa,Transport,1996.0
P000400,2.0,0.0,Western and Central Africa,Agriculture and Food,1992.0
P000411,2.0,0.0,Western and Central Africa,"Health, Nutrition & Population",1995.0
P000426,2.0,1.0,Western and Central Africa,Education,1995.0
P000432,2.0,1.0,Western and Central Africa,Social Protection & Jobs,1999.0
P000435,5.0,1.0,Western and Central Africa,Transport,1993.0
P000436,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1992.0
P000437,6.0,1.0,Western and Central Africa,Governance,1994.0
P000438,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1996.0
P000464,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1991.0
P000467,5.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1990.0
P000468,2.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1992.0
P000474,2.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1995.0
P000501,2.0,1.0,Western and Central Africa,Agriculture and Food,1995.0
P000509,5.0,1.0,Western and Central Africa,"Health, Nutrition & Population",1994.0
P000517,2.0,0.0,Western and Central Africa,Education,1993.0
P000527,2.0,0.0,Western and Central Africa,Education,2003.0
P000528,2.0,1.0,Western and Central Africa,Energy & Extractives,1991.0
P000530,2.0,1.0,Western and Central Africa,Transport,1993.0
P000532,5.0,1.0,Western and Central Africa,Energy & Extractives,1998.0
P000533,1.0,0.0,Western and Central Africa,Social Protection & Jobs,1994.0
P000535,5.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1993.0
P000567,2.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",1994.0
P000568,5.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1996.0
P000593,5.0,1.0,Eastern and Southern Africa,Transport,1991.0
P000596,5.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1994.0
P000603,1.0,1.0,Eastern and Southern Africa,Education,1997.0
P000604,2.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1997.0
P000606,5.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1994.0
P000616,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",1991.0
P000647,2.0,1.0,Western and Central Africa,Energy & Extractives,1993.0
P000649,2.0,0.0,Western and Central Africa,"Health, Nutrition & Population",1992.0
P000712,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1990.0
P000721,6.0,0.0,Eastern and Southern Africa,Education,1988.0
P000722,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1990.0
P000732,5.0,1.0,Eastern and Southern Africa,Education,1998.0
P000733,3.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1998.0
P000734,5.0,1.0,Eastern and Southern Africa,Transport,1993.0
P000742,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",1993.0
P000752,4.0,0.0,Eastern and Southern Africa,Agriculture and Food,1995.0
P000753,3.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1995.0
P000756,3.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1999.0
P000758,2.0,0.0,Eastern and Southern Africa,Energy & Extractives,1994.0
P000759,6.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1992.0
P000764,5.0,1.0,Eastern and Southern Africa,Water,1996.0
P000770,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",1993.0
P000771,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,1996.0
P000786,2.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1993.0
P000818,2.0,0.0,Western and Central Africa,Agriculture and Food,1993.0
P000821,5.0,1.0,Western and Central Africa,Education,1990.0
P000825,2.0,0.0,Western and Central Africa,"Health, Nutrition & Population",1998.0
P000828,5.0,1.0,Western and Central Africa,Social Protection & Jobs,1994.0
P000831,5.0,1.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1994.0
P000833,3.0,0.0,Western and Central Africa,Agriculture and Food,1993.0
P000895,5.0,1.0,Western and Central Africa,Transport,1991.0
P000897,3.0,1.0,Western and Central Africa,"Health, Nutrition & Population",1991.0
P000900,2.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1989.0
P000901,2.0,0.0,Western and Central Africa,Water,1989.0
P000905,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1989.0
P000910,6.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1990.0
P000911,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1992.0
P000917,5.0,1.0,Western and Central Africa,Education,1992.0
P000918,5.0,1.0,Western and Central Africa,Agriculture and Food,1991.0
P000920,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1993.0
P000924,5.0,1.0,Western and Central Africa,Water,1994.0
P000925,2.0,0.0,Western and Central Africa,Energy & Extractives,1990.0
P000926,4.0,0.0,Western and Central Africa,Energy & Extractives,1995.0
P000928,5.0,1.0,Western and Central Africa,Agriculture and Food,1991.0
P000930,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1993.0
P000931,5.0,1.0,Western and Central Africa,Agriculture and Food,1992.0
P000933,5.0,1.0,Western and Central Africa,Education,1993.0
P000934,6.0,1.0,Western and Central Africa,Transport,1992.0
P000936,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1994.0
P000940,2.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",1991.0
P000942,4.0,0.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1993.0
P000943,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1996.0
P000946,3.0,0.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1998.0
P000948,2.0,0.0,Western and Central Africa,Social Protection & Jobs,1995.0
P000949,5.0,0.0,Western and Central Africa,"Health, Nutrition & Population",1998.0
P000953,5.0,1.0,Western and Central Africa,Energy & Extractives,1993.0
P000956,5.0,1.0,Western and Central Africa,Transport,1993.0
P000957,5.0,1.0,Western and Central Africa,,1996.0
P000960,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1995.0
P000961,2.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1994.0
P000962,5.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1995.0
P000964,5.0,0.0,Western and Central Africa,Education,1993.0
P000966,2.0,1.0,Western and Central Africa,Energy & Extractives,1995.0
P000967,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1995.0
P000968,2.0,1.0,Western and Central Africa,Agriculture and Food,2001.0
P000973,2.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1996.0
P000974,5.0,1.0,Western and Central Africa,Education,1999.0
P000975,2.0,1.0,Western and Central Africa,Education,1996.0
P001001,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",2002.0
P001002,5.0,1.0,Western and Central Africa,"Health, Nutrition & Population",1993.0
P001011,5.0,1.0,Western and Central Africa,Governance,1992.0
P001015,5.0,1.0,Western and Central Africa,Education,1997.0
P001043,2.0,0.0,Western and Central Africa,Energy & Extractives,1993.0
P001044,6.0,1.0,Western and Central Africa,Water,1989.0
P001059,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1990.0
P001068,1.0,0.0,Western and Central Africa,Agriculture and Food,1993.0
P001070,5.0,1.0,Western and Central Africa,"Health, Nutrition & Population",1994.0
P001074,5.0,1.0,Western and Central Africa,"Urban, Resilience and Land",1999.0
P001075,2.0,0.0,Western and Central Africa,Water,1997.0
P001077,5.0,1.0,Western and Central Africa,Energy & Extractives,1996.0
P001078,2.0,0.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1995.0
P001081,5.0,1.0,Western and Central Africa,Agriculture and Food,1996.0
P001084,1.0,0.0,Western and Central Africa,Governance,1992.0
P001087,5.0,1.0,Western and Central Africa,Education,1995.0
P001090,5.0,1.0,Western and Central Africa,Education,1996.0
P001177,3.0,0.0,Western and Central Africa,Transport,1998.0
P001184,5.0,1.0,Western and Central Africa,Energy & Extractives,1995.0
P001186,5.0,1.0,Western and Central Africa,Social Protection & Jobs,1994.0
P001187,5.0,0.0,Western and Central Africa,"Macroeconomics, Trade and Investment",1993.0
P001193,5.0,1.0,Western and Central Africa,Agriculture and Food,1994.0
P001194,3.0,0.0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy",1997.0
P001199,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1992.0
P001206,5.0,1.0,Western and Central Africa,Governance,1992.0
P001207,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1992.0
P001209,5.0,1.0,Western and Central Africa,Education,1993.0
P001210,5.0,0.0,Western and Central Africa,"Urban, Resilience and Land",1994.0
P001212,5.0,1.0,Western and Central Africa,"Finance, Competitiveness and Innovation",1996.0
P001214,2.0,0.0,Western and Central Africa,"Health, Nutrition & Population",1996.0
P001217,2.0,0.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",1997.0
P001300,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1991.0
P001312,2.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1990.0
P001319,5.0,0.0,Eastern and Southern Africa,Transport,1996.0
P001322,2.0,0.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",1991.0
P001325,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1990.0
P001331,5.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1996.0
P001333,5.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",1995.0
P001334,5.0,0.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",1996.0
P001339,2.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1992.0
P001340,2.0,0.0,Eastern and Southern Africa,Water,1990.0
P001342,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1993.0
P001344,5.0,1.0,Eastern and Southern Africa,Energy & Extractives,1997.0
P001345,2.0,0.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",1992.0
P001348,2.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1993.0
P001353,2.0,0.0,Eastern and Southern Africa,Social Protection & Jobs,1994.0
P001354,5.0,1.0,Eastern and Southern Africa,Agriculture and Food,1997.0
P001361,2.0,0.0,Eastern and Southern Africa,Water,1992.0
P001362,2.0,0.0,Eastern and Southern Africa,Education,1992.0
P001367,2.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1995.0
P001369,5.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1993.0
P001391,1.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1991.0
P001392,5.0,1.0,Eastern and Southern Africa,Education,1992.0
P001395,2.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1990.0
P001396,5.0,1.0,Eastern and Southern Africa,Water,1992.0
P001401,2.0,0.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1994.0
P001402,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1998.0
P001403,2.0,1.0,Eastern and Southern Africa,Transport,1996.0
P001409,4.0,1.0,Eastern and Southern Africa,Water,1998.0
P001512,2.0,0.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",1990.0
P001515,2.0,0.0,Eastern and Southern Africa,Education,1990.0
P001520,2.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",1991.0
P001522,2.0,1.0,Eastern and Southern Africa,Water,1995.0
P001533,2.0,0.0,Eastern and Southern Africa,Energy & Extractives,1996.0
P001540,5.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1990.0
P001546,2.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1989.0
P001549,5.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1991.0
P001550,5.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1993.0
P001552,2.0,0.0,Eastern and Southern Africa,Social Protection & Jobs,1992.0
P001553,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,1993.0
P001555,2.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1997.0
P001556,2.0,0.0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy",1990.0
P001558,5.0,0.0,Eastern and Southern Africa,Energy & Extractives,1994.0
P001559,2.0,0.0,Eastern and Southern Africa,Education,1998.0
P001563,2.0,1.0,Eastern and Southern Africa,Agriculture and Food,1995.0
P001564,5.0,1.0,Eastern and Southern Africa,Water,1998.0
P001568,4.0,1.0,Eastern and Southern Africa,"Health, Nutrition & Population",1998.0
P001571,5.0,1.0,Eastern and Southern Africa,"Urban, Resilience and Land",1993.0
P001582,5.0,1.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",1997.0
P001583,5.0,1.0,Eastern and Southern Africa,Social Protection & Jobs,1994.0
P001586,2.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1995.0
P001636,5.0,0.0,Eastern and Southern Africa,"Urban, Resilience and Land",1992.0
P001640,5.0,1.0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation",1992.0
P001646,2.0,0.0,Eastern and Southern Africa,"Health, Nutrition & Population",1991.0
P001648,5.0,0.0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment",1996.0
P001649,5.0,1.0,Eastern and Southern Africa,Education,1990.0
