DATAFLOW,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,SECTOR,Sector,MEASURE,Measure,CHANNEL,Channel,MODALITY,Modality,FLOW_TYPE,Flow type,PRICE_BASE,Price base,MD_DIM,Drilldown dimension,MD_ID,Microdata ID,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,DONOR_AGENCY,Donor agency,OECD_ID,OECD ID,DONOR_PROJECT_ID,Donor project ID,REGION,Region,INCOME_GROUP,Income group,CHANNELDELIVERY_CODE,Channel of delivery code,CHANNELDELIVERY_NAME,Channel of delivery name,CATEGORY_CODE,Category code,CATEGORY_NAME,Category name,FINANCETYPE_CODE,FinanceType code,FINANCETYPE_NAME,FinanceType name,BIMULTI_CODE,BiMulti code,SHORT_DESCRIPTION,Short description,PROJECT_TITLE,Project title,LONG_DESCRIPTION,Long description,SDG_FOCUS,SDG focus,GENDER_EQUALITY,Gender equality,ENVIRONMENT,Environment,GOVERNANCE,Governance,RMNCH,RMNCH,DRR,DRR,NUTRITION,Nutrition,DISABILITY,Disability,BIODIVERSITY,Biodiversity,CLIMATE_MITIGATION,Climate mitigation,CLIMATE_ADAPTATION,Climate adaptation,DESERTIFICATION,Desertification,AMOUNT_TIED,Amount tied,AMOUNT_UNTIED,Amount untied,AMOUNT_PARTIALLY_UNTIED,Amount partially untied,NATURE_OF_SUBMISSION,Nature of submission,PSIFLAG_CODE,PSI flag,PSIFLAG_NAME,PSI Flag name
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","GRD","Grenada","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",2.994105,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","LCA","Saint Lucia","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",7.893406,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","JAM","Jamaica","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",51.862809,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","VCT","Saint Vincent and the Grenadines","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",8.060902,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","HTI","Haiti","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",513.912431,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","MSR","Montserrat","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",38.204149,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","A5_X","Central America and the Caribbean unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",183.570899,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","MEX","Mexico","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",767.244169,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","HND","Honduras","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",326.473481,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","ARG","Argentina","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",70.20956,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","COL","Colombia","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",2105.727167,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","BOL","Bolivia","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",361.694279,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","NIC","Nicaragua","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",174.141958,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","GUY","Guyana","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",21.302149,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","DJI","Djibouti","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",49.814308,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","PRY","Paraguay","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",152.475857,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","BRA","Brazil","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",1164.810554,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","ECU","Ecuador","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",275.714439,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","VEN","Venezuela","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",225.090662,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","PER","Peru","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",411.730973,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","PSE","Palestinian Authority or West Bank and Gaza Strip","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",995.038448,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","A7_X","South America unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",361.175783,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","SUR","Suriname","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",6.042429,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","A_X","America unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",1249.390811,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","YEM","Yemen","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",1915.365951,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","IRQ","Iraq","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",1647.15033,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","LBN","Lebanon","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",1192.683441,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","IRN","Iran","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",221.345051,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","F97_X","Middle East unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",597.900489,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","GEO","Georgia","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",640.256402,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","ARM","Armenia","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",202.681868,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","SYR","Syrian Arab Republic","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",2351.916254,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","KAZ","Kazakhstan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",61.893038,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","AZE","Azerbaijan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",111.310554,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","TKM","Turkmenistan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",12.157602,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","BTN","Bhutan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",22.619837,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","KGZ","Kyrgyzstan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",164.931441,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","UZB","Uzbekistan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",460.929007,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","TJK","Tajikistan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",135.464973,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","MMR","Myanmar","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",990.644964,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","S4_X","Central Asia unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",176.798024,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","IND","India","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",4668.866147,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","JOR","Jordan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",2531.227955,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","AFG","Afghanistan","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",3528.62243,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","MDV","Maldives","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",33.873089,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","LKA","Sri Lanka","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",371.285499,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","NPL","Nepal","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",567.294562,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","S7_X","Southern Asia unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",93.378012,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","PRK","Democratic People’s Republic of Korea","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",12.362058,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","S4_S7_X","Southern and Central Asia unspecified","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",345.203001,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD.DCD.FSD:DSD_CRS@DF_CRS(1.5),"CRS: Creditor Reporting System (flows) [cloud replica]",I,"DAC","DAC countries","LAO","Lao People’s Democratic Republic","1000","All sectors","100","Official Development Assistance","_T","All channels","_T","All modalities","D","Disbursements","Q","Constant prices","_T","Aggregate","0",,"USD","US dollar",2021,"2021",334.754105,,2023,,"A","Normal value","6","Millions","3","Three",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
