subsection|variable_name|year_from|year_to|polity_name|polity_new_ID|polity_old_ID|value_from|value_to|confidence|is_disputed|is_uncertain|expert_checked|DRB_reviewed
Professions|professional_priesthood|||Norman England|gb_england_norman|gb_england_norman|present||Confident|False|False|False|False
Professions|professional_priesthood|||East Francia|de_east_francia|de_east_francia|present||Confident|False|False|False|False
Professions|professional_priesthood|||Kingdom of Hawaii - Post-Kamehameha Period|us_hawaii_k|USHawai|present||Confident|False|False|False|False
Professions|professional_priesthood|||Yemen - Ottoman period|tr_ottoman_emp_4_copy|YeOttoL|present||Confident|False|False|False|
Professions|professional_priesthood|||Southern Qi State|cn_southern_qi_dyn|CnSouQi|present||Confident|False|False|False|
Professions|professional_priesthood|||Tahert|dz_tahert|DzTahrt|present||Confident|False|False|False|
Professions|professional_priesthood|||Tlemcen|dz_tlemcen|DzTlmcn|present||Confident|False|False|False|
Professions|professional_priesthood|||Wattasid|ma_wattasid_dyn|MaWaFez|present||Confident|False|False|False|
Professions|professional_priesthood|||Xixia|cn_xixia|CnXixia|present||Confident|False|False|False|
Professions|professional_priesthood|||Zirids|tn_zirid_dyn|TnZirid|present||Confident|False|False|False|
Professions|professional_priesthood|||Geometric Crete|gr_crete_geometric|GrCrGeo|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Antebellum US|us_antebellum|us_antebellum|present||Confident|False|False|False|
Professions|professional_priesthood|||Cuzco - Late Intermediate II|pe_cuzco_6|PeCuzL2|uncoded||Undecided|False|False|True|False
Professions|professional_priesthood|||Shuar - Colonial|ec_shuar_1|EcJivaE|absent||Confident|False|False|True|
Professions|professional_priesthood|||Igala|ni_igala_k|ni_igala_k|present||Inferred|False|False|False|
Professions|professional_priesthood|||England Tudor-Stuart|gb_tudor_stuart|GBEnglK|present||Confident|False|False|False|
Professions|professional_priesthood|||Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|present||Confident|False|False|False|
Professions|professional_priesthood|||Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|present||Confident|False|False|False|
Professions|professional_priesthood|||Khwarezmid Empire|tm_khwarezmid_emp|TmKhwrz|absent||Confident|False|False|False|
Professions|professional_priesthood|||Alaouite Dynasty I|mo_alawi_dyn_1|mo_alawi_dyn_1|absent||Confident|False|False|False|
Professions|professional_priesthood|||Armenian Kingdom|am_artaxiad_dyn|AmArtax|present||Confident|False|False|False|
Professions|professional_priesthood|||Golden Horde|ru_golden_horde|ru_golden_horde|absent||Confident|False|False|False|
Professions|professional_priesthood|||British Empire I|gb_british_emp_1|gb_british_emp_1|present||Confident|False|False|False|
Professions|professional_priesthood|||Anglo-Saxon England I|gb_anglo_saxon_1|gb_anglo_saxon|present||Confident|False|False|False|
Professions|professional_priesthood|||Konya Plain - Early Bronze Age|tr_konya_eba|TrBrzER|uncoded||Undecided|False|False|True|False
Professions|professional_priesthood|||Early Angkor|kh_angkor_1|KhAngkE|present||Confident|False|False|True|
Professions|professional_priesthood|||Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|present||Confident|False|False|False|
Professions|professional_priesthood|||Lombard Kingdom|it_lombard_k|ItLombr|present||Confident|False|False|False|
Professions|professional_priesthood|||Us Reconstruction-Progressive|us_united_states_of_america_reconstruction|us_united_states_of_america_reconstruction|present||Confident|False|False|False|
Professions|professional_priesthood|||Late Tiwanaku|bo_tiwanaku_2|bo_tiwanaku_2|present||Confident|False|False|False|
Professions|professional_priesthood|||Xianbei Confederation|mn_xianbei|MnXianb|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Konya Plain - Early Chalcolithic|tr_konya_eca|TrClcER|uncoded||Undecided|False|False|True|False
Professions|professional_priesthood|||Hausa bakwai|ni_hausa_k|ni_hausa_k|present||Inferred|False|False|False|
Professions|professional_priesthood|||Egypt - Saite Period|eg_saite|EgSaite|present||Confident|False|False|True|
Professions|professional_priesthood|||Konya Plain - Late Chalcolithic|tr_konya_lca|TrClcLT|uncoded||Undecided|False|False|True|False
Professions|professional_priesthood|||Southern Song|cn_southern_song_dyn|CnSSong|present||Confident|False|False|False|
Professions|professional_priesthood|||Grand Principality of Moscow, Rurikid Dynasty|ru_moskva_rurik_dyn|RuMoskva|present||Confident|False|False|False|
Professions|professional_priesthood|||Abbasid Caliphate II|iq_abbasid_cal_2|IqAbbs2|absent||Confident|False|False|True|
Professions|professional_priesthood|||Kievan Rus|ua_kievan_rus|UaKiev1|present||Confident|False|False|False|
Professions|professional_priesthood|||Pre-Maravi|mw_pre_maravi|mw_pre_maravi|uncoded||Undecided|False|False|False|
Professions|professional_priesthood|||Bamana kingdom|ml_bamana_k|MlBaman|present||Confident|False|False|True|
Professions|professional_priesthood|||Jenne-jeno I|ml_jenne_jeno_1|MlJeJe1|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Torwa-Rozvi|zi_torwa_rozvi|zi_torwa_rozvi|present||Confident|False|False|False|
Professions|professional_priesthood|||Mutapa|zi_mutapa|zi_mutapa|present||Confident|False|False|False|
Professions|professional_priesthood|||Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|ni_oyo_emp_2|present||Confident|False|False|False|
Professions|professional_priesthood|||Almoravids|ma_almoravid_dyn|MaAlmor|present||Confident|False|False|False|
Professions|professional_priesthood|||Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|present||Confident|False|False|False|
Professions|professional_priesthood|||Benin Empire|ni_benin_emp|ni_benin_emp|present||Confident|False|False|False|
Professions|professional_priesthood|||Classical Ife|ni_yoruba_classic|ni_yoruba_classic|present||Inferred|False|False|False|
Professions|professional_priesthood|||Dutch Empire|nl_dutch_emp_1|nl_dutch_emp_1|present||Confident|False|False|False|False
Professions|professional_priesthood|||Whydah|ni_whydah_k|ni_whydah_k|present||Inferred|False|False|False|
Professions|professional_priesthood|||Aro|ni_aro|ni_aro|present||Inferred|False|False|False|
Professions|professional_priesthood|||Sokoto Caliphate|ni_sokoto_cal|ni_sokoto_cal|present||Inferred|False|False|False|
Professions|professional_priesthood|||Foys|ni_dahomey_k|ni_dahomey_k|present||Inferred|False|False|False|
Professions|professional_priesthood|||Jenne-jeno II|ml_jenne_jeno_2|MlJeJe2|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Wukari Federation|ni_wukari_fed|ni_wukari_fed|present||Inferred|False|False|False|
Professions|professional_priesthood|||Middle and Late Nok|ni_nok_1|ni_nok_1|absent||Inferred|False|False|False|
Professions|professional_priesthood|||West Burkina Faso Yellow I|bf_west_burkina_faso_yellow_5|bf_west_burkina_faso_yellow_5|absent||Inferred|False|False|False|
Professions|professional_priesthood|||Middle and Late Nok|ni_nok_2|ni_nok_2|absent||Inferred|False|False|False|
Professions|professional_priesthood|||Great Zimbabwe|zi_great_zimbabwe|zi_great_zimbabwe|absent||Inferred|False|False|False|
Professions|professional_priesthood|||Mali Empire|ml_mali_emp|MlMali*|present||Confident|False|False|True|
Professions|professional_priesthood|||West Burkina Faso Red II and III|bf_west_burkina_faso_red_2|bf_west_burkina_faso_red_2|unknown||Suspected|False|False|False|
Professions|professional_priesthood|||West Burkina Faso Red IV|bf_west_burkina_faso_red_4|bf_west_burkina_faso_red_4|unknown||Suspected|False|False|False|
Professions|professional_priesthood|||West Burkina Faso Yellow II|bf_west_burkina_faso_yellow_6|bf_west_burkina_faso_yellow_6|unknown||Suspected|False|False|False|
Professions|professional_priesthood|||Oyo|ni_oyo_emp_1|ni_oyo_emp_1|unknown||Suspected|False|False|False|
Professions|professional_priesthood|||Bagan|mm_bagan|MmPagan|present||Confident|False|False|False|
Professions|professional_priesthood|||Crimean Khanate|ru_crimean_khanate|RuCrKha|present||Inferred|False|False|False|
Professions|professional_priesthood|||Segou Kingdom|ml_segou_k|MlSegou|absent||Confident|False|False|True|
Professions|professional_priesthood|||Khitan I|mn_khitan_1|MnKhitn|present||Confident|False|False|True|
Professions|professional_priesthood|||Early Mongols|mn_mongol_early|MnMongE|present||Confident|False|False|True|
Professions|professional_priesthood|||Kalachuris of Kalyani|in_kalachuri_emp|InKalch|uncoded||Undecided|False|False|False|
Professions|professional_priesthood|||Early Xiongnu|mn_hunnu_early|MnXngnE|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Late Xiongnu|mn_hunnu_late|MnXngnL|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Kangju|uz_kangju|UzKangj|present||Inferred|False|False|False|
Professions|professional_priesthood|||Russian Empire, Romanov Dynasty II|ru_romanov_dyn_2|ru_romanov_dyn_2|present||Confident|False|False|True|False
Professions|professional_priesthood|||Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|present||Confident|False|False|False|
Professions|professional_priesthood|||Austro-Hungarian Monarchy|at_austro_hungarian_emp|at_austro_hungarian_emp|present||Confident|False|False|False|
Professions|professional_priesthood|||Hohokam Culture|us_hohokam_culture|us_hohokam_culture|unknown||Suspected|False|False|False|
Professions|professional_priesthood|||British Empire II|gb_british_emp_2|gb_british_emp_2|present||Confident|False|False|False|
Professions|professional_priesthood|||Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|present||Confident|False|False|False|False
Professions|professional_priesthood|||Kingdom of Congo|ao_kongo_2|AoKngo2|present||Confident|False|False|False|
Professions|professional_priesthood|||Lakhmid Kigdom|iq_lakhmid_k|IqLakhm|present||Confident|False|False|False|
Professions|professional_priesthood|||Later Qin Kingdom|cn_later_qin_dyn|CnLrQin|present||Confident|False|False|False|
Professions|professional_priesthood|||Malacca Sultanate|my_malacca_sultanate|MySultM|present||Confident|False|False|False|
Professions|professional_priesthood|||Mauretania|ma_mauretania|MaKgMau|present||Inferred|False|False|False|
Professions|professional_priesthood|||Monte Alban V Late Postclassic|mx_monte_alban_5_b|MxAlbLP|present||Confident|False|False|False|
Professions|professional_priesthood|||Xiongnu Imperial Confederation|mn_hunnu_emp|MnXngnM|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Numidia|dz_numidia|DzNumid|present||Inferred|False|False|False|
Professions|professional_priesthood|||Russian Principate|ua_russian_principate|UaRusPr|uncoded||Undecided|False|False|False|
Professions|professional_priesthood|||Songhai Empire|ml_songhai_1|MlSong1|absent||Inferred|False|False|False|
Professions|professional_priesthood|||Sukhotai|th_sukhotai|ThSukho|present||Confident|False|False|False|
Professions|professional_priesthood|||Third Scythian Kingdom|ua_skythian_k_3|UaSky3K|present||Inferred|False|False|False|
Professions|professional_priesthood|||Viet Baiyu Kingdom|cn_viet_baiyu_k|CnBaiyu|present||Confident|False|False|False|
Professions|professional_priesthood|||Yadava Dynasty|in_yadava_dyn|InYadav|present||Confident|False|False|False|
Professions|professional_priesthood|||Yueban|kz_yueban|KzYueba|unknown||Suspected|False|False|False|
Professions|professional_priesthood|||Zagwe|et_zagwe|EtZagwe|present||Confident|False|False|False|
Professions|professional_priesthood|||Early Monte Alban I|mx_monte_alban_1_early|MxAlb1E|absent||Confident|False|False|True|
Professions|professional_priesthood|||Late Formative Basin of Mexico|mx_basin_of_mexico_5|MxFormL|present||Inferred|False|False|True|
Professions|professional_priesthood|||Terminal Formative Basin of Mexico|mx_basin_of_mexico_6|MxFormT|present||Inferred|False|False|True|
Professions|professional_priesthood|||Initial Formative Basin of Mexico|mx_basin_of_mexico_2|MxInitl|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Kingdom of Norway II|no_norway_k_2|NorKing|present||Confident|False|False|True|
Professions|professional_priesthood|||Orokaiva - Colonial|pg_orokaiva_colonial|PgOrokL|absent||Confident|False|False|True|
Professions|professional_priesthood|||Neolithic Crete|gr_crete_nl|GrCrNeo|absent||Confident|False|False|True|
Professions|professional_priesthood|||Old Palace Crete|gr_crete_old_palace|GrCrOPa|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Middle Merovingian|fr_merovingian_emp_2|FrMervM|present||Confident|False|False|True|
Professions|professional_priesthood|||Iban - Pre-Brooke|id_iban_1|IdBrokE|absent||Confident|False|False|True|
Professions|professional_priesthood|||Iban - Brooke Raj and Colonial|id_iban_2|IdBrokL|present||Inferred|False|False|True|
Professions|professional_priesthood|||Kediri Kingdom|id_kediri_k|IdKedir|present||Confident|False|False|True|
Professions|professional_priesthood|||Majapahit Kingdom|id_majapahit_k|IdMajap|present||Confident|False|False|True|
Professions|professional_priesthood|||Mataram Sultanate|id_mataram_k|IdMatrm|present||Confident|False|False|True|
Professions|professional_priesthood|||Pre-Ceramic Period|ir_susiana_pre_ceramic|IrPrCer|absent||Confident|False|False|True|
Professions|professional_priesthood|||Buyid Confederation|ir_buyid_confederation|IrBuyid|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Koktepe I|uz_koktepe_1|UzKok01|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Samanid Empire|uz_samanid_emp|UzSamnd|present||Inferred|False|False|True|
Professions|professional_priesthood|||Rasulid Dynasty|ye_rasulid_dyn|YeRasul|present||Confident|False|False|True|
Professions|professional_priesthood|||Yemen - Tahirid Dynasty|ye_tahirid_dyn|YeTahir|present||Confident|False|False|True|
Professions|professional_priesthood|||Elam - Crisis Period|ir_elam_8|IrElmCP|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Qajar Dynasty|ir_qajar_dyn|IrQajar|present||Confident|False|False|True|
Professions|professional_priesthood|||Seljuk Sultanate|ir_seljuk_sultanate|IrSeljq|present||Confident|False|False|True|
Professions|professional_priesthood|||Susa I|ir_susa_1|IrSusa1|present||Inferred|False|False|True|
Professions|professional_priesthood|||Susa III|ir_susa_3|IrSusa3|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|present||Confident|False|False|True|
Professions|professional_priesthood|||Exarchate of Ravenna|it_ravenna_exarchate|ItRav**|present||Confident|False|False|True|
Professions|professional_priesthood|||Ostrogothic Kingdom|it_ostrogoth_k|ItOstrg|present||Confident|False|False|True|
Professions|professional_priesthood|||Greco-Bactrian Kingdom|af_greco_bactrian_k|AfGrBct|present||Confident|False|False|True|
Professions|professional_priesthood|||Kidarite Kingdom|af_kidarite_k|AfKidar|present||Confident|False|False|True|
Professions|professional_priesthood|||Western Jin|cn_western_jin_dyn|CnErJin|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Hmong - Late Qing|cn_hmong_1|CnHQngL|absent||Confident|False|False|True|
Professions|professional_priesthood|||Jin|cn_jin_spring_and_autumn|CnJinSA|present||Inferred|False|False|True|
Professions|professional_priesthood|||Jin Dynasty|cn_later_great_jin|CnLrJin|present||Confident|False|False|True|
Professions|professional_priesthood|||Papal States - High Medieval Period|it_papal_state_1|ItPapHM|present||Confident|False|False|True|
Professions|professional_priesthood|||Papal States - Early Modern Period I|it_papal_state_3|ItPapM1|present||Confident|False|False|True|
Professions|professional_priesthood|||Papal States - Early Modern Period II|it_papal_state_4|ItPapM2|present||Confident|False|False|True|
Professions|professional_priesthood|||Papal States - Renaissance Period|it_papal_state_2|ItPapRn|present||Confident|False|False|True|
Professions|professional_priesthood|||Western Roman Empire - Late Antiquity|it_western_roman_emp|ItRomWe|present||Confident|False|False|True|
Professions|professional_priesthood|||Republic of St Peter I|it_st_peter_rep_1|ItStPet|present||Confident|False|False|True|
Professions|professional_priesthood|||Asuka|jp_asuka|JpAsuka|present||Confident|False|False|True|
Professions|professional_priesthood|||Republic of Venice III|it_venetian_rep_3|ItVenR3|present||Confident|False|False|True|
Professions|professional_priesthood|||Japan - Incipient Jomon|jp_jomon_1|JpJomo1|absent||Confident|False|False|True|
Professions|professional_priesthood|||Japan - Initial Jomon|jp_jomon_2|JpJomo2|absent||Confident|False|False|True|
Professions|professional_priesthood|||Japan - Early Jomon|jp_jomon_3|JpJomo3|absent||Confident|False|False|True|
Professions|professional_priesthood|||Japan - Middle Jomon|jp_jomon_4|JpJomo4|absent||Confident|False|False|True|
Professions|professional_priesthood|||Japan - Late Jomon|jp_jomon_5|JpJomo5|absent||Confident|False|False|True|
Professions|professional_priesthood|||Japan - Final Jomon|jp_jomon_6|JpJomo6|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Classical Crete|gr_crete_classical|GrCrCls|present||Confident|False|False|True|
Professions|professional_priesthood|||Hellenistic Crete|gr_crete_hellenistic|GrCrHel|present||Confident|False|False|True|
Professions|professional_priesthood|||Monopalatial Crete|gr_crete_mono_palace|GrCrMPa|present||Confident|False|False|True|
Professions|professional_priesthood|||Hawaii III|us_hawaii_3|Hawaii3|present||Confident|False|False|True|
Professions|professional_priesthood|||Cuzco - Late Intermediate I|pe_cuzco_5|PeCuzL1|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Cuzco - Late Formative|pe_cuzco_1|PeCuzLF|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Fatimid Caliphate|tn_fatimid_cal|TnFatim|present||Inferred|False|False|True|
Professions|professional_priesthood|||Byzantine Empire III|tr_byzantine_emp_3|TrByzM3|present||Confident|False|False|True|
Professions|professional_priesthood|||Hatti - Old Kingdom|tr_hatti_old_k|TrHatOK|present||Confident|False|False|True|
Professions|professional_priesthood|||Neo-Hittite Kingdoms|tr_neo_hittite_k|TrNHitt|present||Inferred|False|False|True|
Professions|professional_priesthood|||Ottoman Empire III|tr_ottoman_emp_3|TrOttm4|present||Confident|False|False|True|
Professions|professional_priesthood|||Rum Sultanate|tr_rum_sultanate|TrRum**|present||Confident|False|False|True|
Professions|professional_priesthood|||Medang Kingdom|id_medang_k|IdMedng|present||Confident|False|False|True|
Professions|professional_priesthood|||Canaan|il_canaan|IlCanaa|present||Confident|False|False|True|
Professions|professional_priesthood|||Yisrael|il_yisrael|IlYisrl|present||Inferred|False|False|True|
Professions|professional_priesthood|||Haudenosaunee Confederacy - Early|us_haudenosaunee_1|UsIroqE|absent||Confident|False|False|True|
Professions|professional_priesthood|||Haudenosaunee Confederacy - Late|us_haudenosaunee_2|UsIroqL|absent||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Emergent Mississippian II|us_emergent_mississippian_2|USMisME|present||Confident|False|False|True|
Professions|professional_priesthood|||Chagatai Khanate|uz_chagatai_khanate|UzChagt|present||Inferred|False|False|True|
Professions|professional_priesthood|||East Roman Empire|tr_east_roman_emp|TrERom*|present||Confident|False|False|True|
Professions|professional_priesthood|||Konya Plain - Ceramic Neolithic|tr_konya_mnl|TrNeoCR|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Konya Plain - Early Neolithic|tr_konya_enl|TrNeoER|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Konya Plain - Late Neolithic|tr_konya_lnl|TrNeoLT|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Phrygian Kingdom|tr_phrygian_k|TrPhryg|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Cahokia - Early Woodland|us_woodland_1|USMisEW|absent||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Late Woodland II|us_woodland_4|USMisMu|absent||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Middle Woodland|us_woodland_2|USMisMW|absent||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Late Woodland III|us_woodland_5|USMisPa|absent||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Late Woodland I|us_woodland_3|USMisRo|absent||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Emergent Mississippian I|us_emergent_mississippian_1|USMisSp|absent||Confident|False|False|True|
Professions|professional_priesthood|||Khanate of Bukhara|uz_janid_dyn|UzJanid|present||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Mamluk Sultanate II|eg_mamluk_sultanate_2|EgMamCP|present||Confident|False|False|True|
Professions|professional_priesthood|||Sogdiana - City-States Period|uz_sogdiana_city_states|UzSogdi|present||Confident|False|False|True|
Professions|professional_priesthood|||Yemen - Qasimid Dynasty|ye_qasimid_dyn|YeQasmi|absent||Confident|False|False|True|
Professions|professional_priesthood|||Ubaid|iq_ubaid|IqUbaid|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Susiana - Muhammad Jaffar|ir_susiana_archaic|IrArcha|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Elam - Awan Dynasty I|ir_elam_1|IrAwanE|present||Inferred|False|False|True|
Professions|professional_priesthood|||Formative Period|ir_susiana_formative|IrForma|absent||Confident|False|False|True|
Professions|professional_priesthood|||Susiana - Early Ubaid|ir_susiana_ubaid_1|IrKhzM*|present||Confident|False|True|True|
Professions|professional_priesthood|||Elam - Igihalkid Period|ir_elam_6|IrMElm2|present||Inferred|False|False|True|
Professions|professional_priesthood|||Hatti - New Kingdom|tr_hatti_new_k|TrHatNK|present||Confident|False|False|True|
Professions|professional_priesthood|||Safavid Empire|ir_safavid_emp|IrSafvd|present||Confident|False|False|True|
Professions|professional_priesthood|||Sasanid Empire I|ir_sassanid_emp_1|IrSasn1|present||Confident|False|False|True|
Professions|professional_priesthood|||Sasanid Empire II|ir_sassanid_emp_2|IrSasn2|present||Inferred|False|False|True|
Professions|professional_priesthood|||Western Turk Khaganate|kg_western_turk_khaganate|KgWTurk|present||Inferred|False|False|True|
Professions|professional_priesthood|||Warring States Japan|jp_sengoku_jidai|JpSengk|present||Confident|False|False|True|
Professions|professional_priesthood|||Khmer Kingdom|kh_khmer_k|KhCambd|present||Confident|False|False|True|
Professions|professional_priesthood|||Chenla|kh_chenla|KhChenl|present||Confident|False|False|True|
Professions|professional_priesthood|||Funan II|kh_funan_2|KhFunaL|present||Confident|False|False|True|
Professions|professional_priesthood|||Cahokia - Lohman-Stirling|us_cahokia_1|USCahoE|present||Confident|False|False|True|
Professions|professional_priesthood|||Longshan|cn_longshan|CnLngsh|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Late Qing|cn_qing_dyn_2|CnQingL|present||Confident|False|False|True|
Professions|professional_priesthood|||Western Han Empire|cn_western_han_dyn|CnWHan*|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Shuar - Ecuadorian|ec_shuar_2|EcJivaL|absent||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Dynasty I|eg_dynasty_1|EgDyn1*|absent||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Inter-Occupation Period|eg_inter_occupation|EgIntOc|present||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|present||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Middle Kingdom|eg_middle_k|EgMidKg|present||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Dynasty 0|eg_naqada_3|EgNaqa3|absent||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Classic Old Kingdom|eg_old_k_1|EgOldK1|absent||Confident|False|False|True|
Professions|professional_priesthood|||Ptolemaic Kingdom II|eg_ptolemaic_k_2|EgPtol2|present||Confident|False|False|True|
Professions|professional_priesthood|||Jenne-jeno III|ml_jenne_jeno_3|MlJeJe3|absent||Confident|False|False|True|
Professions|professional_priesthood|||Egypt - Period of the Regions|eg_regions|EgRegns|present||Inferred|False|False|True|
Professions|professional_priesthood|||Egypt - Tulunid-Ikhshidid Period|eg_thulunid_ikhshidid|EgTulIk|absent||Confident|False|False|True|
Professions|professional_priesthood|||Badarian|eg_badarian|EgBadar|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Atlantic Complex|fr_atlantic_complex|FrAtlBA|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Proto-French Kingdom|fr_capetian_k_1|FrCaptE|present||Confident|False|False|True|
Professions|professional_priesthood|||French Kingdom - Late Capetian|fr_capetian_k_2|FrCaptL|present||Confident|False|False|True|
Professions|professional_priesthood|||Carolingian Empire I|fr_carolingian_emp_1|FrCarlE|present||Confident|False|False|True|
Professions|professional_priesthood|||Hallstatt A-B1|fr_hallstatt_a_b1|FrHallA|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Hallstatt B2-3|fr_hallstatt_b2_3|FrHallB|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Hallstatt C|fr_hallstatt_c|FrHallC|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Hallstatt D|fr_hallstatt_d|FrHallD|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Early Merovingian|fr_merovingian_emp_1|FrMervE|present||Inferred|False|False|True|
Professions|professional_priesthood|||Proto-Carolingian|fr_merovingian_emp_3|FrMervL|present||Confident|False|False|True|
Professions|professional_priesthood|||La Tene A-B1|fr_la_tene_a_b1|FrTeneA|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Egypt - Thebes-Libyan Period|eg_thebes_libyan|EgThebL|present||Confident|False|False|True|
Professions|professional_priesthood|||La Tene B2-C1|fr_la_tene_b2_c1|FrTeneB|present||Inferred|False|False|True|
Professions|professional_priesthood|||La Tene C2-D|fr_la_tene_c2_d|FrTeneC|present||Inferred|False|False|True|
Professions|professional_priesthood|||French Kingdom - Early Valois|fr_valois_k_1|FrValoE|present||Confident|False|False|True|
Professions|professional_priesthood|||French Kingdom - Late Valois|fr_valois_k_2|FrValoL|present||Confident|False|False|True|
Professions|professional_priesthood|||Beaker Culture|fr_beaker_eba|FrBeakr|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Akan - Pre-Ashanti|gh_akan|GhAshnE|present||Inferred|False|False|True|
Professions|professional_priesthood|||Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|present||Confident|False|False|True|
Professions|professional_priesthood|||Archaic Crete|gr_crete_archaic|GrCrArc|present||Confident|False|False|True|
Professions|professional_priesthood|||The Emirate of Crete|gr_crete_emirate|GrCrEmr|present||Confident|False|False|True|
Professions|professional_priesthood|||Yehuda|il_judea|IlJudea|present||Confident|False|False|True|
Professions|professional_priesthood|||Deccan - Iron Age|in_deccan_ia|InDecIA|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Delhi Sultanate|in_delhi_sultanate|InDelh*|present||Confident|False|False|True|
Professions|professional_priesthood|||Zungharian Empire|mn_zungharian_emp|MnZungh|present||Confident|False|False|True|
Professions|professional_priesthood|||Post-Mauryan Kingdoms|in_post_mauryan_k|InDecKg|present||Inferred|False|False|True|
Professions|professional_priesthood|||Deccan - Neolithic|in_deccan_nl|InDecNL|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Hoysala Kingdom|in_hoysala_k|InHoysa|present||Inferred|False|False|True|
Professions|professional_priesthood|||Kadamba Empire|in_kadamba_emp|InKadam|present||Confident|False|False|True|
Professions|professional_priesthood|||Kampili Kingdom|in_kampili_k|InKampi|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Satavahana Empire|in_satavahana_emp|InSataL|present||Confident|False|False|True|
Professions|professional_priesthood|||Mughal Empire|in_mughal_emp|InMugl*|unknown||Suspected|False|False|True|
Professions|professional_priesthood|||Kingdom of Lydia|tr_lydia_k|TrLydia|present||Inferred|False|False|True|
Professions|professional_priesthood|||Monte Alban III|mx_monte_alban_3_a|MxAlb3A|present||Confident|False|False|True|
Professions|professional_priesthood|||Wari Empire|pe_wari_emp|PeWari*|present||Inferred|False|False|True|
Professions|professional_priesthood|||Kachi Plain - Ceramic Neolithic|pk_kachi_lnl|PkCeraN|absent||Inferred|False|False|True|
Professions|professional_priesthood|||Kachi Plain - Chalcolithic|pk_kachi_ca|PkChalc|present||Inferred|False|False|True|
Professions|professional_priesthood|||Indo-Greek Kingdom|pk_indo_greek_k|PkIndGr|present||Confident|False|False|True|
Professions|professional_priesthood|||Kachi Plain - Pre-Urban Period|pk_kachi_pre_urban|PkPreUr|present||Inferred|False|False|True|
Professions|professional_priesthood|||Vijayanagara Empire|in_vijayanagara_emp|InVijay|present||Confident|False|False|True|
Professions|professional_priesthood|||Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|absent||Confident|False|False|True|
